Date,EUR,RON,RUB,UAH,USD
2023-06-22,19.6756,3.9650,0.2141,0.4879,18.0205
2023-06-23,19.8584,4.0014,0.2156,0.4886,18.0441
2023-06-24,19.8584,4.0014,0.2156,0.4886,18.0441
2023-06-25,19.8584,4.0014,0.2156,0.4886,18.0441
2023-06-26,19.6610,3.9687,0.2144,0.4899,18.0915
2023-06-27,19.7983,3.9943,0.2154,0.4916,18.1560
2023-06-28,19.9305,4.0167,0.2142,0.4928,18.1989
2023-06-29,19.9910,4.0322,0.2126,0.4941,18.2492
2023-06-30,19.9690,4.0217,0.2101,0.4949,18.2774
2023-07-01,19.9690,4.0217,0.2101,0.4949,18.2774
2023-07-02,19.9690,4.0217,0.2101,0.4949,18.2774
2023-07-03,19.8630,4.0017,0.2069,0.4956,18.3028
2023-07-04,19.9981,4.0376,0.2054,0.4971,18.3595
2023-07-05,20.0125,4.0431,0.2047,0.4972,18.3643
2023-07-06,19.9968,4.0420,0.2029,0.4977,18.3819
2023-07-07,19.9876,4.0377,0.1999,0.4971,18.3600
2023-07-08,19.9876,4.0377,0.1999,0.4971,18.3600
2023-07-09,19.9876,4.0377,0.1999,0.4971,18.3600
2023-07-10,19.9869,4.0330,0.2010,0.4969,18.3502
2023-07-11,20.0668,4.0531,0.2002,0.4958,18.3116
2023-07-12,20.1151,4.0643,0.2024,0.4949,18.2782
2023-07-13,20.0922,4.0593,0.2014,0.4935,18.2274
2023-07-14,20.2941,4.1051,0.2017,0.4919,18.1685
2023-07-15,20.2941,4.1051,0.2017,0.4919,18.1685
2023-07-16,20.2941,4.1051,0.2017,0.4919,18.1685
2023-07-17,20.2622,4.0986,0.2001,0.4890,18.0591
2023-07-18,20.1261,4.0732,0.1983,0.4852,17.9185
2023-07-19,20.0741,4.0656,0.1969,0.4829,17.8342
2023-07-20,19.7623,3.9949,0.1935,0.4770,17.6181
2023-07-21,19.6532,3.9795,0.1939,0.4749,17.5405
2023-07-22,19.6532,3.9795,0.1939,0.4749,17.5405
2023-07-23,19.6532,3.9795,0.1939,0.4749,17.5405
2023-07-24,19.4187,3.9338,0.1938,0.4749,17.4551
2023-07-25,19.4231,3.9465,0.1934,0.4741,17.5109
2023-07-26,19.4638,3.9555,0.1957,0.4772,17.6223
2023-07-27,19.5592,3.9672,0.1961,0.4779,17.6479
2023-07-28,19.7871,4.0158,0.1975,0.4811,17.7670
2023-07-29,19.7871,4.0158,0.1975,0.4811,17.7670
2023-07-30,19.7871,4.0158,0.1975,0.4811,17.7670
2023-07-31,19.6696,3.9879,0.1970,0.4844,17.8913
2023-08-01,19.8115,4.0152,0.1961,0.4861,17.9518
2023-08-02,19.6979,3.9929,0.1955,0.4857,17.9365
2023-08-03,19.5612,3.9648,0.1912,0.4825,17.8185
2023-08-04,19.3994,3.9288,0.1889,0.4804,17.7423
2023-08-05,19.3994,3.9288,0.1889,0.4804,17.7423
2023-08-06,19.3994,3.9288,0.1889,0.4804,17.7423
2023-08-07,19.2715,3.8907,0.1858,0.4769,17.6124
2023-08-08,19.3574,3.9116,0.1829,0.4777,17.6425
2023-08-09,19.3564,3.9106,0.1841,0.4785,17.6722
2023-08-10,19.4272,3.9265,0.1822,0.4792,17.6982
2023-08-11,19.5595,3.9569,0.1819,0.4803,17.7377
2023-08-12,19.5595,3.9569,0.1819,0.4803,17.7377
2023-08-13,19.5595,3.9569,0.1819,0.4803,17.7377
2023-08-14,19.4037,3.9278,0.1794,0.4796,17.6510
2023-08-15,19.2794,3.9015,0.1748,0.4769,17.6133
2023-08-16,19.2407,3.8952,0.1793,0.4764,17.5954
2023-08-17,19.2690,3.9040,0.1824,0.4778,17.6471
2023-08-18,19.2575,3.9019,0.1897,0.4791,17.6934
2023-08-19,19.2575,3.9019,0.1897,0.4791,17.6934
2023-08-20,19.2575,3.9019,0.1897,0.4791,17.6934
2023-08-21,19.2883,3.9004,0.1893,0.4808,17.7560
2023-08-22,19.4541,3.9365,0.1887,0.4833,17.8495
2023-08-23,19.4562,3.9414,0.1893,0.4839,17.8711
2023-08-24,19.3000,3.9063,0.1891,0.4835,17.8571
2023-08-25,19.3761,3.9272,0.1887,0.4834,17.8516
2023-08-26,19.3761,3.9272,0.1887,0.4834,17.8516
2023-08-27,19.3761,3.9272,0.1887,0.4834,17.8516
2023-08-28,19.2649,3.9003,0.1882,0.4829,17.8329
2023-08-29,19.3171,3.9137,0.1873,0.4838,17.8664
2023-08-30,19.3095,3.9069,0.1865,0.4838,17.8692
2023-08-31,19.3095,3.9069,0.1865,0.4838,17.8692
2023-09-01,19.4619,3.9380,0.1865,0.4839,17.8713
2023-09-02,19.4619,3.9380,0.1865,0.4839,17.8713
2023-09-03,19.4619,3.9380,0.1865,0.4839,17.8713
2023-09-04,19.3521,3.9123,0.1851,0.4831,17.8426
2023-09-05,19.2842,3.8979,0.1845,0.4833,17.8491
2023-09-06,19.1744,3.8736,0.1829,0.4834,17.8516
2023-09-07,19.2070,3.8699,0.1826,0.4843,17.8869
2023-09-08,19.1816,3.8667,0.1821,0.4851,17.9150
2023-09-09,19.1816,3.8667,0.1821,0.4851,17.9150
2023-09-10,19.1816,3.8667,0.1821,0.4851,17.9150
2023-09-11,19.2115,3.8704,0.1836,0.4861,17.9530
2023-09-12,19.2850,3.8853,0.1864,0.4865,17.9680
2023-09-13,19.2774,3.8798,0.1899,0.4880,17.9893
2023-09-14,19.3150,3.8886,0.1878,0.4871,17.9892
2023-09-15,19.2982,3.8832,0.1869,0.4867,17.9753
2023-09-16,19.2982,3.8832,0.1869,0.4867,17.9753
2023-09-17,19.2982,3.8832,0.1869,0.4867,17.9753
2023-09-18,19.1267,3.8488,0.1867,0.4860,17.9493
2023-09-19,19.1648,3.8577,0.1860,0.4864,17.9630
2023-09-20,19.2791,3.8795,0.1873,0.4879,18.0179
2023-09-21,19.3152,3.8849,0.1866,0.4886,18.0448
2023-09-22,19.3202,3.8869,0.1888,0.4912,18.1428
2023-09-23,19.3202,3.8869,0.1888,0.4912,18.1428
2023-09-24,19.3202,3.8869,0.1888,0.4912,18.1428
2023-09-25,19.3379,3.8930,0.1891,0.4923,18.1815
2023-09-26,19.3622,3.8980,0.1894,0.4929,18.2026
2023-09-27,19.2489,3.8734,0.1888,0.4919,18.1679
2023-09-28,19.1542,3.8502,0.1876,0.4914,18.1471
2023-09-29,19.1338,3.8458,0.1871,0.4916,18.1553
2023-09-30,19.1338,3.8458,0.1871,0.4916,18.1553
